page_title,gt_lat,gt_lon,gt_type,cl_to
Bauernkriegspanorama,51.3661,11.1033,landmark,Wikipedia:Exzellent
Bavaria,48.1307,11.546,landmark,Wikipedia:Exzellent
Bay_Bridge,37.8167,-122.352,landmark,Wikipedia:Exzellent
Bayer_AG,51.0137,6.98296,landmark,Wikipedia:Exzellent
Beethovenhalle,50.7409,7.10492,landmark,Wikipedia:Exzellent
Beetzsee_(Gemeinde),52.4914,12.5592,city,Wikipedia:Exzellent
Beetzseeheide,52.5,12.6331,city,Wikipedia:Exzellent
Belziger_Landschaftswiesen,52.2167,12.6667,landmark,Wikipedia:Exzellent
Berlin-Friedenau,52.4722,13.3278,city,Wikipedia:Exzellent
Berlin-Prenzlauer_Berg,52.5392,13.4242,city,Wikipedia:Exzellent
Berliner_Fernsehturm,52.5208,13.4094,landmark,Wikipedia:Exzellent
Berliner_Funkturm,52.5051,13.2782,landmark,Wikipedia:Exzellent
Bessarabien,46.8333,29.0,landmark,Wikipedia:Exzellent
Besselsche_Elemente,48.7785,9.17991,landmark,Wikipedia:Exzellent
Joseph_Beuys,54.1181,8.36667,landmark,Wikipedia:Exzellent
Bhaktapur,27.6667,85.4167,city,Wikipedia:Exzellent
Bielefeld,52.0204,8.53222,city,Wikipedia:Exzellent
Binghöhle,49.8122,11.2169,landmark,Wikipedia:Exzellent
Blabbergraben,52.2206,14.1008,waterbody,Wikipedia:Exzellent
Block_11_(KZ_Auschwitz),50.0251,19.2035,landmark,Wikipedia:Exzellent
Schloss_Blois,47.5857,1.33056,landmark,Wikipedia:Exzellent
Boeing_B-52,34.9931,-117.884,landmark,Wikipedia:Exzellent
Bonn,50.7191,7.11757,landmark,Wikipedia:Exzellent
Bordeaux,44.8377,-0.577556,landmark,Wikipedia:Exzellent
Botanischer_Garten_und_Botanisches_Museum_Berlin-Dahlem,52.4541,13.3067,landmark,Wikipedia:Exzellent
Braunschweig,52.2692,10.5211,city,Wikipedia:Exzellent
Breisacher_Stephansmünster,48.0292,7.57972,landmark,Wikipedia:Exzellent
Bremer_Marktplatz,53.0756,8.80694,landmark,Wikipedia:Exzellent
Bremgarten_AG,47.3528,8.34028,city,Wikipedia:Exzellent
Brugg,47.4867,8.20834,city,Wikipedia:Exzellent
Brühl_(Leipzig),51.3427,12.3783,city,Wikipedia:Exzellent
Bryce-Canyon-Nationalpark,37.605,-112.157,landmark,Wikipedia:Exzellent
Kastell_Buch,48.9097,10.1452,landmark,Wikipedia:Exzellent
Bullengraben,52.5319,13.1378,waterbody,Wikipedia:Exzellent
Bunde,53.1833,7.26667,city,Wikipedia:Exzellent
Bundeshaus_(Bern),46.9466,7.44412,landmark,Wikipedia:Exzellent
Burg_Groitzsch,51.1596,12.275,landmark,Wikipedia:Exzellent
Burg_Rötteln,47.6382,7.668,landmark,Wikipedia:Exzellent
Burg_Stahleck_(Bacharach),50.0582,7.76568,landmark,Wikipedia:Exzellent
Burg_Wildenstein_(Leibertingen),48.0556,9.00069,landmark,Wikipedia:Exzellent
Burgas,42.4953,27.4717,city,Wikipedia:Exzellent
Bürgerpark_und_Stadtwald,53.0903,8.82222,landmark,Wikipedia:Exzellent
Calumet_City,41.6156,-87.5295,city,Wikipedia:Exzellent
Canberra,-35.3,149.117,city,Wikipedia:Exzellent
Chantilly,49.1869,2.46083,city,Wikipedia:Exzellent
Charlottenhöhle,48.5835,10.2079,landmark,Wikipedia:Exzellent
Chemische_Fabrik_Kalk,50.9408,6.99583,landmark,Wikipedia:Exzellent
Schloss_Chenonceau,47.3246,1.07042,landmark,Wikipedia:Exzellent
Apsley_Cherry-Garrard,-77.6833,168.217,landmark,Wikipedia:Exzellent
Christianeum,53.5577,9.87328,landmark,Wikipedia:Exzellent
Circuit_de_Nevers_Magny-Cours,46.8639,3.16389,landmark,Wikipedia:Exzellent
Cleveland,41.4822,-81.6697,city,Wikipedia:Exzellent
CN_Tower,43.6426,-79.3871,landmark,Wikipedia:Exzellent
Confederation_Bridge,46.2061,-63.7517,landmark,Wikipedia:Exzellent
Controlled_Impact_Demonstration,34.8475,-117.821,airport,Wikipedia:Exzellent
Córdoba_(Argentinien),-31.4036,-64.1858,city,Wikipedia:Exzellent
Couven-Museum,50.7757,6.08487,landmark,Wikipedia:Exzellent
Limestor_Dalkingen,48.9269,10.1556,landmark,Wikipedia:Exzellent
Dativius-Victor-Bogen,50.0057,8.26993,landmark,Wikipedia:Exzellent
Delft,52.0114,4.35861,adm2nd,Wikipedia:Exzellent
Delitzsch,51.5264,12.3425,city,Wikipedia:Exzellent
Denisova-Mensch,51.3976,84.6762,landmark,Wikipedia:Exzellent
Große_Dhünntalsperre,51.0894,7.23306,landmark,Wikipedia:Exzellent
Dienstgebäude_der_Königlichen_Eisenbahndirektion_Berlin,52.5019,13.375,landmark,Wikipedia:Exzellent
Dirmstein,49.5637,8.24691,city,Wikipedia:Exzellent
Kreis_Dithmarschen,54.13,9.11,adm2nd,Wikipedia:Exzellent
Djoser-Pyramide,29.8713,31.2164,landmark,Wikipedia:Exzellent
Döbling,48.2664,16.3228,city,Wikipedia:Exzellent
Dodona,39.5464,20.7878,landmark,Wikipedia:Exzellent
Doppelgrab_von_Oberkassel,50.7144,7.17464,landmark,Wikipedia:Exzellent
Dornbirner_Ach,47.3111,9.76806,waterbody,Wikipedia:Exzellent
Drei_Zinnen,46.6186,12.3056,mountain,Wikipedia:Exzellent
Dresden,51.0493,13.7384,city,Wikipedia:Exzellent
Dresden_Hauptbahnhof,51.0403,13.7314,landmark,Wikipedia:Exzellent
Dresden_Leipziger_Bahnhof,51.0658,13.7378,landmark,Wikipedia:Exzellent
Busmannkapelle,51.0513,13.7349,landmark,Wikipedia:Exzellent
Sophienkirche_(Dresden),51.0516,13.7346,landmark,Wikipedia:Exzellent
Drususstein,49.9921,8.27421,landmark,Wikipedia:Exzellent
Eberstadter_Tropfsteinhöhle,49.4811,9.34833,landmark,Wikipedia:Exzellent
Eberswalde,52.8339,13.8214,city,Wikipedia:Exzellent
Eifelwasserleitung,50.5526,6.62923,landmark,Wikipedia:Exzellent
Eiffelturm,48.8582,2.2945,landmark,Wikipedia:Exzellent
Eiger-Nordwand,46.5789,8.00639,landmark,Wikipedia:Exzellent
Elbe,50.7756,15.5364,waterbody,Wikipedia:Exzellent
Elsterwerda,51.4578,13.5239,city,Wikipedia:Exzellent
Elsterwerda-Grödel-Floßkanal,51.3075,13.3574,landmark,Wikipedia:Exzellent
Emden,53.3669,7.20556,city,Wikipedia:Exzellent
Erdfunkstelle_Fuchsstadt,50.1181,9.92361,landmark,Wikipedia:Exzellent
Eremitage_(Sankt_Petersburg),59.9406,30.3136,landmark,Wikipedia:Exzellent
Erfurter_Dom,50.9758,11.0232,landmark,Wikipedia:Exzellent
Erkelenz,51.08,6.31556,city,Wikipedia:Exzellent
Erkrath,51.2183,6.91306,city,Wikipedia:Exzellent
Ersfeld,50.6961,7.51944,city,Wikipedia:Exzellent
Erzgebirgspässe,50.7438,13.977,mountain,Wikipedia:Exzellent
Essener_Münster,51.4558,7.01361,landmark,Wikipedia:Exzellent
Europäisches_Nordmeer,69.0,0.0166667,waterbody,Wikipedia:Exzellent
Mount_Everest,27.9881,86.9253,mountain,Wikipedia:Exzellent
Expo_67,45.5168,-73.5345,landmark,Wikipedia:Exzellent
Exposition_Internationale_du_Surréalisme,48.8727,2.3111,landmark,Wikipedia:Exzellent
Externsteine,51.8689,8.9175,landmark,Wikipedia:Exzellent
Färöer,61.9699,-6.84448,country,Wikipedia:Exzellent
Femeiche,51.7455,6.86205,landmark,Wikipedia:Exzellent
Fernsehturm_St._Chrischona,47.5717,7.68722,landmark,Wikipedia:Exzellent
Festung_Ehrenbreitstein,50.365,7.61528,landmark,Wikipedia:Exzellent
Festung_Rosenberg,50.2449,11.328,landmark,Wikipedia:Exzellent
Finnland,63.4,25.85,country,Wikipedia:Exzellent
Flughafen_Kuala_Lumpur,2.74558,101.71,airport,Wikipedia:Exzellent
Flughafen_München,49.2074,11.4522,landmark,Wikipedia:Exzellent
Museum_Folkwang,51.4417,7.00417,landmark,Wikipedia:Exzellent
Forschungsanstalt_Geisenheim,49.9842,7.96139,landmark,Wikipedia:Exzellent
Forschungsreaktor_Haigerloch,48.3672,8.80424,landmark,Wikipedia:Exzellent
Fort_Ross,38.5142,-123.244,landmark,Wikipedia:Exzellent
Fossillagerstätte_Geiseltal,51.3077,11.8692,landmark,Wikipedia:Exzellent
Frankfurt_am_Main,50.1106,8.68222,city,Wikipedia:Exzellent
Frankfurter_Judengasse,50.1137,8.68722,landmark,Wikipedia:Exzellent
Frankfurter_Paulskirche,50.1112,8.68086,landmark,Wikipedia:Exzellent
Frankfurt-Höchst,50.0989,8.54667,city,Wikipedia:Exzellent
Franquismus,41.2997,-0.749167,landmark,Wikipedia:Exzellent
Frauenkirchhof_(Dresden),51.0519,13.7416,landmark,Wikipedia:Exzellent
Freiburg_(Breisgau)_Hauptbahnhof,47.9977,7.84117,landmark,Wikipedia:Exzellent
Freiburg_im_Üechtland,46.8061,7.16278,city,Wikipedia:Exzellent
Freiheitsstatue,40.6892,-74.0445,landmark,Wikipedia:Exzellent
Freistadt,48.5117,14.5061,city,Wikipedia:Exzellent
Freudenstadt,48.4633,8.41111,city,Wikipedia:Exzellent
Friedeburg,53.4556,7.8375,city,Wikipedia:Exzellent
Friedhof_der_Märzgefallenen,52.5244,13.4364,landmark,Wikipedia:Exzellent
Fürstpropstei_Berchtesgaden,47.6333,13.0036,landmark,Wikipedia:Exzellent
Galerie_291,40.7464,-73.9861,landmark,Wikipedia:Exzellent
St.-Veit-Kirche_(Gärtringen),48.6417,8.89815,landmark,Wikipedia:Exzellent
GASAG,52.5222,13.4023,landmark,Wikipedia:Exzellent
Gelsenkirchen,51.5111,7.10056,city,Wikipedia:Exzellent
Geologie_des_Pfälzerwaldes,49.29,7.875,mountain,Wikipedia:Exzellent
Gerfalke,54.8833,-80.5,isle,Wikipedia:Exzellent
Stiftskirche_St._Cyriakus_(Gernrode),51.7243,11.136,landmark,Wikipedia:Exzellent
Geschichte_Matreis_in_Osttirol,47.0,12.54,city,Wikipedia:Exzellent
Ghana,7.68333,-0.983333,country,Wikipedia:Exzellent
Glacier-Nationalpark_(Vereinigte_Staaten),48.6953,-113.718,landmark,Wikipedia:Exzellent
Goa,15.4019,74.0433,adm1st,Wikipedia:Exzellent
Goetheanum,47.486,7.62036,landmark,Wikipedia:Exzellent
Goetz-Höhle,50.5653,10.4068,landmark,Wikipedia:Exzellent
Görlitz,51.1528,14.9872,city,Wikipedia:Exzellent
Gottorfer_Riesenglobus,54.5173,9.5401,landmark,Wikipedia:Exzellent
Grab_des_Nacht_(TT52),25.7318,32.61,landmark,Wikipedia:Exzellent
Grabeiche,50.8739,12.2817,landmark,Wikipedia:Exzellent
Grenzlandring,51.1389,6.28833,landmark,Wikipedia:Exzellent
Gröben_(Ludwigsfelde),52.2833,13.1667,city,Wikipedia:Exzellent
Groß_St._Martin,50.9386,6.96167,landmark,Wikipedia:Exzellent
Großefehn,53.4086,7.58472,city,Wikipedia:Exzellent
Großer_Speicher,50.1106,8.67877,landmark,Wikipedia:Exzellent
Großer_und_Kleiner_Engel,50.1106,8.68264,landmark,Wikipedia:Exzellent
Großglockner,47.0739,12.6947,mountain,Wikipedia:Exzellent
Große_Mainzer_Jupitersäule,50.0053,8.27055,landmark,Wikipedia:Exzellent
Warenhaus_GUM,55.7536,37.6259,landmark,Wikipedia:Exzellent
Gymnasium_Soltau,52.9922,9.84472,landmark,Wikipedia:Exzellent
Habsburg_(Burg),47.4627,8.18104,landmark,Wikipedia:Exzellent
Haida_(Röderland),51.4797,13.4668,city,Wikipedia:Exzellent
Harvestehuder_Weg,53.5741,9.99927,landmark,Wikipedia:Exzellent
Römische_Villa_Haselburg,49.7735,8.94512,landmark,Wikipedia:Exzellent
Hauptfriedhof_Frankfurt,50.1361,8.68486,landmark,Wikipedia:Exzellent
Hauptzollamt_(München),48.1412,11.5327,landmark,Wikipedia:Exzellent
Haus_Fürsteneck,50.1103,8.68722,landmark,Wikipedia:Exzellent
Haus_zum_Walfisch,47.9965,7.85077,landmark,Wikipedia:Exzellent
Haus_zur_Goldenen_Waage_(Frankfurt_am_Main),50.1106,8.68472,landmark,Wikipedia:Exzellent
Hausen_im_Wiesental,47.6814,7.84056,city,Wikipedia:Exzellent
Havelsee,52.5,12.5,city,Wikipedia:Exzellent
Heeresflugplatz_Celle,52.5912,10.0221,airport,Wikipedia:Exzellent
Heilandskirche_am_Port_von_Sacrow,52.4247,13.0964,landmark,Wikipedia:Exzellent
Heiligtum_der_Isis_und_Mater_Magna_(Mainz),50.0014,8.26797,landmark,Wikipedia:Exzellent
Hermannstraße,52.4727,13.4282,landmark,Wikipedia:Exzellent
Kastell_Hesselbach,49.5762,9.09056,landmark,Wikipedia:Exzellent
Hesselberg,49.0683,10.5256,landmark,Wikipedia:Exzellent
Hestercombe_Gardens,51.0531,-3.08407,landmark,Wikipedia:Exzellent
High-Deck-Siedlung,52.4635,13.4748,landmark,Wikipedia:Exzellent
Hochwasserrückhaltebecken_Jonenbach,47.2744,8.45778,waterbody,Wikipedia:Exzellent
Hoechst,50.0886,8.535,landmark,Wikipedia:Exzellent
Hoflößnitz,51.1117,13.6619,landmark,Wikipedia:Exzellent
Hohenbodmaner_Linde,47.8232,9.20808,landmark,Wikipedia:Exzellent
Hohentwiel,47.7647,8.81889,mountain,Wikipedia:Exzellent
Holstentor,53.8663,10.6796,landmark,Wikipedia:Exzellent
Hongkong,22.3,114.167,city,Wikipedia:Exzellent
Ihlow_(Ostfriesland),53.405,7.43667,city,Wikipedia:Exzellent
Indien,21.1256,78.3106,country,Wikipedia:Exzellent
Inselbergschanze,50.8169,10.4453,landmark,Wikipedia:Exzellent
InterCityExperimental,52.2911,8.93969,landmark,Wikipedia:Exzellent
Invalidenfriedhof,52.5319,13.3711,landmark,Wikipedia:Exzellent
USS_Iowa_(BB-61),33.7414,-118.277,landmark,Wikipedia:Exzellent
Isar,47.3756,11.4081,waterbody,Wikipedia:Exzellent
Jagdschloss_Grunewald,52.4672,13.2614,landmark,Wikipedia:Exzellent
Jagdschloss_Stern,52.3756,13.1472,landmark,Wikipedia:Exzellent
Jaroslawl,57.6333,39.8833,city,Wikipedia:Exzellent
Jemgum,53.265,7.3825,city,Wikipedia:Exzellent
Johannisberg_(Jena-Lobeda),50.9013,11.6179,mountain,Wikipedia:Exzellent
Jüdischer_Friedhof_Währing,48.2325,16.3511,landmark,Wikipedia:Exzellent
Gebäude_der_Jugoslawischen_Gesandtschaft_in_Berlin,52.5083,13.3648,landmark,Wikipedia:Exzellent
Kaditzer_Linde,51.0833,13.6715,landmark,Wikipedia:Exzellent
Kairo,30.0561,31.2394,city,Wikipedia:Exzellent
Kalmenhof,50.2182,8.26777,landmark,Wikipedia:Exzellent
Kals_am_Großglockner,47.0036,12.6447,city,Wikipedia:Exzellent
Kanada,56.0,-109.0,country,Wikipedia:Exzellent
Kapellenkreuzweg_Kloster_Altstadt,50.1106,9.87322,landmark,Wikipedia:Exzellent
Karatepe-Arslantaş,37.2956,36.2536,landmark,Wikipedia:Exzellent
Kasberger_Linde,49.6646,11.2205,landmark,Wikipedia:Exzellent
Katharinenkirche_(Frankfurt_am_Main),50.1133,8.67972,landmark,Wikipedia:Exzellent
Kaufhaus_des_Westens,52.5017,13.3411,landmark,Wikipedia:Exzellent
Kernkraftwerk_Grafenrheinfeld,49.9841,10.1847,landmark,Wikipedia:Exzellent
Kirchenburg_Ostheim,50.4595,10.2316,landmark,Wikipedia:Exzellent
Kittelsthaler_Tropfsteinhöhle,50.9231,10.3927,landmark,Wikipedia:Exzellent
Kleinmachnow,52.41,13.2281,city,Wikipedia:Exzellent
Kloster_Grafschaft,51.1444,8.32417,landmark,Wikipedia:Exzellent
Kloster_Muri,47.2753,8.33855,landmark,Wikipedia:Exzellent
Kloster_Oelinghausen,51.4126,7.94417,landmark,Wikipedia:Exzellent
Kastell_Klosterneuburg,48.305,16.325,landmark,Wikipedia:Exzellent
Knickpyramide,29.7903,31.2092,landmark,Wikipedia:Exzellent
Kolleg_St._Blasien,47.7601,8.13003,landmark,Wikipedia:Exzellent
Kommando_Spezialkräfte,48.7083,8.77192,landmark,Wikipedia:Exzellent
König-Ludwig-Eiche,50.304,9.7453,landmark,Wikipedia:Exzellent
König-Otto-Tropfsteinhöhle,49.2547,11.69,landmark,Wikipedia:Exzellent
Königseiche,51.2525,10.5714,landmark,Wikipedia:Exzellent
Konstanzer_Münster,47.6633,9.17611,landmark,Wikipedia:Exzellent
Kordigast,50.0757,11.1558,mountain,Wikipedia:Exzellent
Kornmarkt_(Frankfurt_am_Main),50.1108,8.67948,landmark,Wikipedia:Exzellent
Kreuzbergschanzen,50.3939,9.97694,landmark,Wikipedia:Exzellent
Krummhörn,53.4333,7.08333,city,Wikipedia:Exzellent
Ku-ring-gai-Chase-Nationalpark,-33.6511,151.201,landmark,Wikipedia:Exzellent
Kuusamo,65.9667,29.1667,city,Wikipedia:Exzellent
KZ_Ladelund,54.8475,9.03611,landmark,Wikipedia:Exzellent
Bahnstrecke_Landau–Rohrbach,49.2153,7.7232,landmark,Wikipedia:Exzellent
Landesbühne_Niedersachsen_Nord,53.5216,8.11887,landmark,Wikipedia:Exzellent
Landkreis_Weißenburg-Gunzenhausen,49.03,10.89,adm2nd,Wikipedia:Exzellent
Large_Hadron_Collider,46.2333,6.05,landmark,Wikipedia:Exzellent
Leer_(Ostfriesland),53.2308,7.45278,city,Wikipedia:Exzellent
Kloster_Lehnin,52.3201,12.7434,landmark,Wikipedia:Exzellent
Leipzig,51.3403,12.3748,city,Wikipedia:Exzellent
Leonhardskirche_(Frankfurt_am_Main),50.1089,8.68019,landmark,Wikipedia:Exzellent
Lesotho,-29.55,28.25,country,Wikipedia:Exzellent
Leuchttürme_in_Kalifornien,35.1601,-120.76,landmark,Wikipedia:Exzellent
Liberei,52.268,10.5209,landmark,Wikipedia:Exzellent
Lienz,46.8297,12.7697,city,Wikipedia:Exzellent
Lima,-12.035,-77.0186,city,Wikipedia:Exzellent
Linde_in_Schenklengsfeld,50.8192,9.84472,landmark,Wikipedia:Exzellent
Londinium,51.5125,-0.0906,landmark,Wikipedia:Exzellent
Lopodunum,49.4716,8.61118,landmark,Wikipedia:Exzellent
Lörrach,47.6156,7.66139,city,Wikipedia:Exzellent
Loschwitzer_Kirche,51.053,13.8173,landmark,Wikipedia:Exzellent
Lötschental,46.4107,7.8288,landmark,Wikipedia:Exzellent
Ludwig-Donau-Main-Kanal,49.7255,11.0587,landmark,Wikipedia:Exzellent
Schloss_Ludwigslust,53.3248,11.4882,landmark,Wikipedia:Exzellent
Lustenau,47.4271,9.67114,city,Wikipedia:Exzellent
Lustschloss_Favorite_(Mainz),49.9894,8.28806,landmark,Wikipedia:Exzellent
Main,50.0869,11.3978,landmark,Wikipedia:Exzellent
Mainz,50.0,8.27111,city,Wikipedia:Exzellent
"Mainz_(Schiff,_1929)",49.4947,8.469,landmark,Wikipedia:Exzellent
Mainzer_Dom,49.9989,8.27417,landmark,Wikipedia:Exzellent
Marburger_Schloss,50.8102,8.76702,landmark,Wikipedia:Exzellent
Mariä_Verkündigung_(Mindelheim),48.0459,10.4855,landmark,Wikipedia:Exzellent
Maria-Magdalenen-Gymnasium,51.1119,17.0722,landmark,Wikipedia:Exzellent
Mariazellerbahn,47.9525,15.2873,landmark,Wikipedia:Exzellent
Marienglashöhle,50.8626,10.5416,landmark,Wikipedia:Exzellent
Markthalle_III,52.5081,13.3881,landmark,Wikipedia:Exzellent
Markthalle_IV,52.5192,13.3836,landmark,Wikipedia:Exzellent
Massaker_von_Katyn,54.7733,31.7889,landmark,Wikipedia:Exzellent
Matrei_in_Osttirol,47.0,12.54,city,Wikipedia:Exzellent
Meidum-Pyramide,29.3886,31.1572,landmark,Wikipedia:Exzellent
Das_Meininger_Theater,50.5733,10.4161,landmark,Wikipedia:Exzellent
Memmingen,47.9878,10.1811,city,Wikipedia:Exzellent
Meteorologisches_Observatorium_Hohenpeißenberg,47.8014,11.0097,landmark,Wikipedia:Exzellent
Metro_Moskau,55.7815,37.6591,landmark,Wikipedia:Exzellent
Mexiko-Stadt,19.4194,-99.1456,city,Wikipedia:Exzellent
Minakshi-Tempel,9.91939,78.1195,landmark,Wikipedia:Exzellent
Minoische_Eruption,36.3494,25.3993,landmark,Wikipedia:Exzellent
USS_Missouri_(BB-63),21.3621,-157.953,landmark,Wikipedia:Exzellent
Innsbrucker_Mittelgebirgsbahn,47.2514,11.4,landmark,Wikipedia:Exzellent
Mittelmeerraum,35.0,18.0,landmark,Wikipedia:Exzellent
Moälven,63.9097,17.6743,waterbody,Wikipedia:Exzellent
Mogontiacum,50.0,8.27111,city,Wikipedia:Exzellent
Mond,46.7986,9.23167,landmark,Wikipedia:Exzellent
Mono_Lake,37.996,-119.04,waterbody,Wikipedia:Exzellent
Montreal,45.5077,-73.5626,city,Wikipedia:Exzellent
Moormerland,53.3197,7.42278,city,Wikipedia:Exzellent
Moskau,55.75,37.6167,city,Wikipedia:Exzellent
Moskauer_Kreml,55.7517,37.6178,landmark,Wikipedia:Exzellent
Mülheim_an_der_Ruhr,51.4281,6.885,city,Wikipedia:Exzellent
Münster_(Westfalen),51.9629,7.62869,city,Wikipedia:Exzellent
Historisches_Rathaus_Münster,51.9617,7.62806,landmark,Wikipedia:Exzellent
"Murellenberge,_Murellenschlucht_und_Schanzenwald",52.5139,13.2167,mountain,Wikipedia:Exzellent
Musée_Condé,49.1939,2.48532,landmark,Wikipedia:Exzellent
Museum_Kunstpalast,51.2343,6.77333,landmark,Wikipedia:Exzellent
Fridtjof_Nansen,62.1,-137.3,mountain,Wikipedia:Exzellent
Nansens_Fram-Expedition,69.65,60.4,city,Wikipedia:Exzellent
Nataraja-Tempel,11.3994,79.6933,landmark,Wikipedia:Exzellent
Nationalpark_Schleswig-Holsteinisches_Wattenmeer,54.4563,8.64641,landmark,Wikipedia:Exzellent
Nationaltheatret,59.9143,10.7343,landmark,Wikipedia:Exzellent
Nauru,-0.528056,166.937,country,Wikipedia:Exzellent
Neandertal_1,51.2272,6.94444,landmark,Wikipedia:Exzellent
Nemrut_Dağı_(Adıyaman),37.9808,38.741,mountain,Wikipedia:Exzellent
Neues_Museum_(Berlin),52.5201,13.3978,landmark,Wikipedia:Exzellent
Neues_Schloss_Herrenchiemsee,47.8611,12.4015,landmark,Wikipedia:Exzellent
Neumarkt_(Dresden),51.0516,13.7403,landmark,Wikipedia:Exzellent
Neumarkt_in_der_Oberpfalz,49.2833,11.4667,city,Wikipedia:Exzellent
Felsenburg_Neurathen,50.9617,14.0746,landmark,Wikipedia:Exzellent
Nida_(römische_Stadt),50.1541,8.63774,landmark,Wikipedia:Exzellent
Nietzsche-Archiv,50.9716,11.3181,landmark,Wikipedia:Exzellent
Nimrod-Expedition,-79.6,168.0,landmark,Wikipedia:Exzellent
Nippenburg,48.8614,9.0583,landmark,Wikipedia:Exzellent
Norden_(Ostfriesland),53.6073,7.2528,landmark,Wikipedia:Exzellent
Norderney,53.7072,7.14694,city,Wikipedia:Exzellent
North_Carolina,35.5,-80.0,adm1st,Wikipedia:Exzellent
North_York_Moors,54.3833,-0.75,landmark,Wikipedia:Exzellent
Nosseni-Altar,51.053,13.8174,landmark,Wikipedia:Exzellent
Nußdorf-Debant,46.8317,12.8147,city,Wikipedia:Exzellent
Oderteich,51.7683,10.5383,waterbody,Wikipedia:Exzellent
Oderwitz,50.9589,14.7186,city,Wikipedia:Exzellent
Oecusse_(Distrikt),-9.21667,124.367,adm1st,Wikipedia:Exzellent
Öhringen,49.2,9.5,city,Wikipedia:Exzellent
Old_Trafford,53.4631,-2.29134,landmark,Wikipedia:Exzellent
Olympische_Sommerspiele_1972,48.2464,11.5224,landmark,Wikipedia:Exzellent
Oper_Frankfurt,50.1081,8.67417,landmark,Wikipedia:Exzellent
Operation_Crossroads,11.6,165.5,landmark,Wikipedia:Exzellent
Orangerieschloss_(Potsdam),52.405,13.0296,landmark,Wikipedia:Exzellent
Orgel_von_St._Martin_(Memmingen),47.9858,10.1787,landmark,Wikipedia:Exzellent
Ortler,46.5106,10.5419,mountain,Wikipedia:Exzellent
Osterinsel,-27.1194,-109.355,isle,Wikipedia:Exzellent
Osterseen,47.7903,11.3042,waterbody,Wikipedia:Exzellent
Ostfriesland,53.47,7.49,adm2nd,Wikipedia:Exzellent
Ostheim_(Köln),50.9294,7.04083,city,Wikipedia:Exzellent
