page_title,gt_lat,gt_lon,gt_type,cl_to
Cleveland,41.4822,-81.6697,city,Featured_articles
Cley_Marshes,52.959,1.056,,Featured_articles
Cloud_Gate,41.8827,-87.6233,landmark,Featured_articles
Operation_Cobra,49.1153,-1.09028,event,Featured_articles
Cogan_House_Covered_Bridge,41.3983,-77.2008,landmark,Featured_articles
Colorado_River,40.4722,-105.826,river,Featured_articles
Colton_Point_State_Park,41.6997,-77.4647,landmark,Featured_articles
Columbia_River,50.2167,-115.85,river,Featured_articles
Columbia_Slough,45.55,-122.457,river,Featured_articles
USS_Constitution,42.3721,-71.0556,landmark,Featured_articles
Construction_of_the_World_Trade_Center,40.7117,-74.0136,landmark,Featured_articles
Battle_of_the_Coral_Sea,-15.0,160.0,,Featured_articles
Battle_of_Corydon,37.569,-85.254,,Featured_articles
HMS_Courageous_(50),50.1667,-14.75,,Featured_articles
Covent_Garden,51.512,-0.1228,city,Featured_articles
Craters_of_the_Moon_National_Monument_and_Preserve,43.4617,-113.563,landmark,Featured_articles
Crown_Fountain,41.8815,-87.6237,landmark,Featured_articles
Darjeeling,27.05,88.2667,city,Featured_articles
Dartmouth_College,43.7033,-72.2883,edu,Featured_articles
Dawson_Creek,55.7606,-120.236,city,Featured_articles
Death_of_Jimi_Hendrix,51.5125,-0.207,landmark,Featured_articles
Death_Valley_National_Park,36.2419,-116.826,landmark,Featured_articles
Deinocheirus,43.5664,100.483,,Featured_articles
Denbies,51.2477,-0.3318,landmark,Featured_articles
Dhaka,23.7,90.3667,city,Featured_articles
Battle_of_Dien_Bien_Phu,21.3869,103.016,event,Featured_articles
Doom_Bar,50.563,-4.938,landmark,Featured_articles
Dorset,50.8333,-2.33333,adm1st,Featured_articles
Dr_Pepper_Ballpark,33.0984,-96.8197,landmark,Featured_articles
Draining_and_development_of_the_Everglades,26.0,-80.7,,Featured_articles
SMS_Dresden_(1907),-33.6017,-78.825,,Featured_articles
Drowning_Girl,40.7615,-73.9777,,Featured_articles
Thích_Quảng_Đức,10.7752,106.687,event,Featured_articles
Duke_University,36.0011,-78.9389,edu,Featured_articles
Battle_of_Dürenstein,48.3872,15.5203,event,Featured_articles
HMS_Eagle_(1918),38.05,3.02,event,Featured_articles
East_End_of_London,51.5167,-0.05,landmark,Featured_articles
École_Polytechnique_massacre,45.5047,-73.6128,event,Featured_articles
SS_Edmund_Fitzgerald,46.9985,-85.1102,landmark,Featured_articles
Ehime_Maru_and_USS_Greeneville_collision,14.0,-156.0,,Featured_articles
"El_Hatillo_Municipality,_Venezuela",10.4392,-66.83,city,Featured_articles
Elderly_Instruments,42.7461,-84.5522,landmark,Featured_articles
Elgin_Cathedral,57.6506,-3.30556,landmark,Featured_articles
HMS_Endeavour,41.6,-71.35,waterbody,Featured_articles
Operation_Epsom,49.1186,-0.459444,landmark,Featured_articles
"Erie,_Pennsylvania",42.1144,-80.0761,city,Featured_articles
European_Commission,50.8436,4.38278,landmark,Featured_articles
European_Parliament,48.5975,7.76909,landmark,Featured_articles
Everglades_National_Park,25.3167,-80.9333,landmark,Featured_articles
Exelon_Pavilions,41.8841,-87.6224,landmark,Featured_articles
Exhumation_and_reburial_of_Richard_III_of_England,52.634,-1.13629,landmark,Featured_articles
Exmoor,51.1625,-3.58861,landmark,Featured_articles
1994_Fairchild_Air_Force_Base_B-52_crash,47.6105,-117.65,event,Featured_articles
Falaise_pocket,48.8928,-0.191944,event,Featured_articles
Falcon's_Fury,28.0376,-82.4228,,Featured_articles
Falkland_Islands,-51.7,-57.85,,Featured_articles
Fanno_Creek,45.4789,-122.7,river,Featured_articles
First_Roumanian-American_Congregation,40.72,-73.9888,landmark,Featured_articles
Operation_Flavius,36.1467,-5.35031,event,Featured_articles
Florida_Atlantic_University,26.3712,-80.1017,edu,Featured_articles
Ford_Island,21.3639,-157.96,isle,Featured_articles
"Forest_Park_(Portland,_Oregon)",45.5453,-122.736,landmark,Featured_articles
Forksville_Covered_Bridge,41.4883,-76.6,landmark,Featured_articles
Fort_Dobbs_(North_Carolina),35.8217,-80.895,landmark,Featured_articles
Fort_Ticonderoga,43.8417,-73.3875,landmark,Featured_articles
Fort_Yellowstone,44.975,-110.698,,Featured_articles
Fountain_of_Time,41.7868,-87.6077,landmark,Featured_articles
Free_State_of_Galveston,29.2811,-94.8258,,Featured_articles
Freedom_Monument,56.9514,24.1131,landmark,Featured_articles
Fremantle_Prison,-32.055,115.754,landmark,Featured_articles
Funerary_Monument_to_Sir_John_Hawkwood,43.7732,11.256,landmark,Featured_articles
Gangtok,27.3325,88.614,,Featured_articles
Ganoga_Lake,41.3561,-76.3183,waterbody,Featured_articles
Gateshead_International_Stadium,54.9611,-1.57972,,Featured_articles
Battle_of_the_Gebora,38.879,-6.967,,Featured_articles
Geography_of_Ireland,53.0,-8.0,isle,Featured_articles
Geology_Hall,40.4986,-74.4465,,Featured_articles
Georgetown_University,38.9072,-77.0728,edu,Featured_articles
Germany,52.5167,13.3833,city,Featured_articles
Gettysburg_Address,39.82,-77.2307,landmark,Featured_articles
Gilwell_Park,51.6503,0.00222222,landmark,Featured_articles
Glacier_National_Park_(U.S.),48.6967,-113.718,landmark,Featured_articles
Glorious_First_of_June,47.4,-17.45,event,Featured_articles
Gol_Transportes_Aéreos_Flight_1907,-10.4833,-53.25,landmark,Featured_articles
Operation_Goodwood_(naval),69.9353,23.0454,,Featured_articles
Grand_Coulee_Dam,47.9558,-118.982,landmark,Featured_articles
"Grand_Forks,_North_Dakota",47.9253,-97.0325,city,Featured_articles
Battle_of_Grand_Port,-20.3903,57.7339,event,Featured_articles
Grand_Teton_National_Park,43.8333,-110.701,landmark,Featured_articles
Grass_Fight,29.4167,-98.5,,Featured_articles
Gray's_Inn,51.5197,-0.112886,landmark,Featured_articles
Great_Fire_of_London,51.5157,-0.0921,landmark,Featured_articles
Greater_Manchester,53.5,-2.31667,city,Featured_articles
The_Green_(Dartmouth_College),43.7033,-72.2886,landmark,Featured_articles
Guadalcanal_Campaign,-9.44556,160.02,event,Featured_articles
Naval_Battle_of_Guadalcanal,-9.18611,159.895,,Featured_articles
Gyeongju,35.85,129.217,city,Featured_articles
Halifax_Explosion,44.6692,-63.5964,landmark,Featured_articles
Halifax_Gibbet,53.7237,-1.8672,,Featured_articles
"Hamersley,_Western_Australia",-31.852,115.806,city,Featured_articles
"Hamilton,_Ontario",43.25,-79.8667,city,Featured_articles
Han_dynasty,34.1558,108.946,country,Featured_articles
Hanford_Site,46.6475,-119.599,landmark,Featured_articles
Harris_Theater_(Chicago),41.8841,-87.6219,landmark,Featured_articles
Battle_of_Hastings,50.9119,0.4875,event,Featured_articles
Heian_Palace,35.0136,135.742,landmark,Featured_articles
Hellingly_Hospital_Railway,50.8878,0.260278,landmark,Featured_articles
Battle_for_Henderson_Field,-9.4475,160.049,airport,Featured_articles
Her_Majesty's_Theatre,51.5083,-0.131667,landmark,Featured_articles
"Herne_Bay,_Kent",51.3706,1.12694,city,Featured_articles
Herne_Hill_railway_station,51.453,-0.102,railwaystation,Featured_articles
Herschel_Greer_Stadium,36.1431,-86.7734,,Featured_articles
Hill_303_massacre,35.9833,128.4,city,Featured_articles
"Hillsboro,_Oregon",45.5228,-122.99,city,Featured_articles
Hillsgrove_Covered_Bridge,41.4608,-76.6708,landmark,Featured_articles
History_of_Baltimore_City_College,39.2961,-76.6236,edu,Featured_articles
"History_of_Chincoteague,_Virginia",37.9347,-75.3677,,Featured_articles
HMS_Hood_(51),-7.92686,-14.4053,landmark,Featured_articles
Hockey_Hall_of_Fame,43.647,-79.3773,landmark,Featured_articles
Holkham_Hall,52.9494,0.80728,landmark,Featured_articles
Holkham_National_Nature_Reserve,52.969,0.813,,Featured_articles
Hoover_Dam,36.0156,-114.738,landmark,Featured_articles
Horseshoe_Curve_(Pennsylvania),40.4976,-78.4842,landmark,Featured_articles
House_with_Chimaeras,50.445,30.5286,landmark,Featured_articles
Houston,29.7628,-95.3831,city,Featured_articles
Hoxne_Hoard,52.3333,1.18333,,Featured_articles
"Thomas_J._Hudner,_Jr.",40.6,127.1,,Featured_articles
Hudson_Valley_Rail_Trail,41.7234,-73.9698,,Featured_articles
Hyderabad,17.37,78.48,city,Featured_articles
Icelandic_Phallological_Museum,64.143,-21.915,landmark,Featured_articles
Idlewild_and_Soak_Zone,40.2611,-79.2814,landmark,Featured_articles
If_Day,49.9,-97.1333,,Featured_articles
IG_Farben_Building,50.1258,8.6675,landmark,Featured_articles
India,28.6133,77.2083,city,Featured_articles
Indonesia,-6.175,106.828,city,Featured_articles
USS_Iowa_(BB-61),33.7416,-118.277,landmark,Featured_articles
Iranian_Embassy_siege,51.5017,-0.171994,event,Featured_articles
"Temple_Israel_(Memphis,_Tennessee)",35.1111,-89.8463,landmark,Featured_articles
Istanbul,41.0136,28.955,city,Featured_articles
Japan,35.6833,139.767,city,Featured_articles
Jay_Pritzker_Pavilion,41.883,-87.6218,landmark,Featured_articles
Jesus_College_Boat_Club_(Oxford),51.7435,-1.24992,landmark,Featured_articles
"Buildings_of_Jesus_College,_Oxford",51.7534,-1.25697,landmark,Featured_articles
Johnson_Creek_(Willamette_River),45.4475,-122.288,river,Featured_articles
Johnstown_Inclined_Plane,40.3256,-78.9286,landmark,Featured_articles
Joppenbergh_Mountain,41.8458,-74.0856,mountain,Featured_articles
Jordan_River_(Utah),40.3594,-111.894,river,Featured_articles
Jovan_Vladimir,41.1183,20.0225,,Featured_articles
Ernest_Joyce,-75.6,160.633,mountain,Featured_articles
The_Judd_School,51.188,0.2645,edu,Featured_articles
Japanese_aircraft_carrier_Kaga,30.3333,-179.283,,Featured_articles
Battle_of_Kaiapit,-6.26667,146.25,city,Featured_articles
Karnataka,12.9702,77.5603,adm1st,Featured_articles
Katyn_massacre,54.7667,31.7833,event,Featured_articles
Operation_Ke,-9.25,159.783,,Featured_articles
Kennet_and_Avon_Canal,51.375,-2.30222,river,Featured_articles
"Kent,_Ohio",41.1506,-81.3611,city,Featured_articles
"Keswick,_Cumbria",54.5999,-3.1293,city,Featured_articles
Kinzua_Bridge,41.7611,-78.5886,landmark,Featured_articles
Knowle_West,51.426,-2.59,city,Featured_articles
Koli_Point_action,-9.44229,160.18,isle,Featured_articles
Kolkata,22.5667,88.3667,city,Featured_articles
SMS_Königsberg_(1905),-7.86833,39.24,,Featured_articles
Kronan_(ship),56.4494,16.6722,landmark,Featured_articles
La_Coupole,50.7058,2.24389,landmark,Featured_articles
La_Stazione,41.7468,-74.089,railwaystation,Featured_articles
Battle_of_Labuan,5.32028,115.211,event,Featured_articles
Lake_Burley_Griffin,-35.2933,149.114,waterbody,Featured_articles
Landing_at_Nadzab,-6.55,146.7,,Featured_articles
Larrys_Creek,41.4536,-77.1367,river,Featured_articles
Law_school_of_Beirut,33.8961,35.5045,landmark,Featured_articles
Murder_of_Leigh_Leigh,-32.9012,151.789,event,Featured_articles
Leonard_Harrison_State_Park,41.6967,-77.4544,landmark,Featured_articles
Lethbridge,49.6942,-112.833,city,Featured_articles
USS_Lexington_(CV-2),-15.3333,155.5,,Featured_articles
Liberty_Bell,39.9495,-75.1503,landmark,Featured_articles
Ernst_Lindemann,48.1667,-16.2,,Featured_articles
Battle_of_Lipantitlán,27.966,-97.8168,,Featured_articles
Battle_of_Lissa_(1811),43.0892,16.1717,event,Featured_articles
El_Lissitzky,55.7773,37.6108,,Featured_articles
Little_Butte_Creek,42.4197,-122.619,river,Featured_articles
Little_Moreton_Hall,53.1272,-2.2518,,Featured_articles
Little_Thetford,52.36,0.25,city,Featured_articles
Lochry's_Defeat,39.0586,-84.9064,,Featured_articles
"Lock_Haven,_Pennsylvania",41.1378,-77.4508,city,Featured_articles
Lōʻihi_Seamount,18.92,-155.27,mountain,Featured_articles
SMS_Lützow,56.25,5.88333,,Featured_articles
"Marcus_Ward_Lyon,_Jr.",38.8804,-77.071,,Featured_articles
1955_MacArthur_Airport_United_Airlines_crash,40.7953,-73.1003,,Featured_articles
Mackinac_Island,45.8611,-84.6306,isle,Featured_articles
Aeneas_Mackintosh,-74.3333,162.25,mountain,Featured_articles
Madagascar,-18.9167,47.5167,city,Featured_articles
Charles_Edward_Magoon,40.8175,-96.6647,landmark,Featured_articles
"Maiden_Castle,_Dorset",50.6945,-2.46819,,Featured_articles
Manchester,53.4667,-2.23333,,Featured_articles
Manchester_Bolton_&_Bury_Canal,53.5932,-2.30858,,Featured_articles
Mangalore,12.87,74.88,city,Featured_articles
Manitoba,55.0,-97.0,adm1st,Featured_articles
Mantra-Rock_Dance,37.7876,-122.421,landmark,Featured_articles
Manzanar,36.7283,-118.154,landmark,Featured_articles
Maraba_coffee,-2.58333,29.6667,,Featured_articles
Clements_Markham,-82.85,161.35,mountain,Featured_articles
Marojejy_National_Park,-14.4567,49.7377,landmark,Featured_articles
Marshalsea,51.5017,-0.0921,landmark,Featured_articles
Mary_Rose,50.7667,-1.1,,Featured_articles
Operation_Mascot,69.9353,23.0454,,Featured_articles
USS_Massachusetts_(BB-2),30.2969,-87.3114,landmark,Featured_articles
Matanikau_Offensive,-9.43509,159.951,,Featured_articles
Mauna_Kea,19.8881,-155.338,landmark,Featured_articles
Mauna_Loa,19.4664,-155.582,landmark,Featured_articles
SS_Mauna_Loa,-12.4977,130.819,landmark,Featured_articles
McCormick_Tribune_Plaza_&_Ice_Rink,41.8827,-87.6238,landmark,Featured_articles
McDonald's_Cycle_Center,41.8839,-87.6208,landmark,Featured_articles
Assassination_of_William_McKinley,42.9387,-78.8736,event,Featured_articles
Ezra_Meeker,47.1706,-122.302,,Featured_articles
Melbourne_Castle,52.8227,-1.42411,landmark,Featured_articles
Melville_Island_(Nova_Scotia),44.635,-63.614,isle,Featured_articles
Mendip_Hills,51.3119,-2.74111,,Featured_articles
Michigan_State_Capitol,42.7336,-84.5555,landmark,Featured_articles
Michigan_State_University,42.723,-84.481,edu,Featured_articles
Battle_of_Midway,28.2,-177.35,event,Featured_articles
Millennium_Force,41.4817,-82.6881,landmark,Featured_articles
Millennium_Park,41.8827,-87.6227,landmark,Featured_articles
Fortress_of_Mimoyecques,50.85,1.76,landmark,Featured_articles
Minneapolis,44.9833,-93.2667,city,Featured_articles
Minnesota,46.0,-94.0,adm1st,Featured_articles
USS_Missouri_(BB-63),21.3622,-157.953,landmark,Featured_articles
Monadnock_Building,41.8775,-87.6294,landmark,Featured_articles
Mono–Inyo_Craters,37.8778,-119.007,mountain,Featured_articles
SS_Montanan,46.7833,-13.7,,Featured_articles
Monte_Ne,36.2872,-94.0692,landmark,Featured_articles
Battle_of_Morotai,2.31667,128.533,,Featured_articles
Battle_of_Moscow,55.75,37.6333,event,Featured_articles
"Battle_of_Mount_Austen,_the_Galloping_Horse,_and_the_Sea_Horse",-9.46417,159.958,event,Featured_articles
Mount_Cayley_volcanic_field,50.1203,-123.291,,Featured_articles
Mount_St._Helens,46.1912,-122.194,mountain,Featured_articles
Mount_Tambora,-8.24667,117.958,mountain,Featured_articles
Muckaty_Station,-18.6279,133.871,,Featured_articles
Audie_Murphy,37.3646,-80.2257,,Featured_articles
Battle_of_Musa_Qala,32.4433,64.7444,event,Featured_articles
